,text_length,text_sentiment_polarity,text_sentiment_subjectivity,text_theme_patriotism,text_theme_freedom,text_theme_war,text_theme_peace,text_theme_nature,text_theme_religion,image_color_count,image_red_dominance,image_green_dominance,image_blue_dominance,image_brightness,image_complexity,audio_duration,audio_tempo,audio_energy,audio_pitch_mean,audio_pitch_std,audio_volume
bw,55,0.85,1.0,1.8181818181818181,0.0,0.0,5.454545454545454,3.6363636363636362,1.8181818181818181,2,0.2905027932960894,0.3383878691141261,0.37110933758978454,0.818954248366013,22.38302928559939,56.55510204081633,114.84375,0.084409274,1170.7036,843.99066,0.06809079
sc,59,0.35113636363636364,0.4799242424242424,3.389830508474576,0.0,0.0,5.084745762711865,1.694915254237288,1.694915254237288,5,0.36158475426278835,0.34904714142427284,0.2893681043129388,0.5213071895424837,37.749172176353746,67.23918367346938,103.359375,0.10153628,977.6703,691.8606,0.08194722
in,88,0.0,0.0,0.0,0.0,3.4090909090909087,0.0,1.1363636363636365,1.1363636363636365,4,0.3060985144644253,0.3123534010946052,0.3815480844409695,0.4776844070961719,117.11532777565881,63.6865306122449,117.45383522727273,0.058680207,1086.9612,791.43555,0.047310673
gn,80,0.2191583806818182,0.4068181818181818,1.25,3.75,0.0,2.5,0.0,0.0,3,0.46356275303643724,0.3785425101214575,0.15789473684210525,0.4305010893246187,25.39685019840059,72.3330612244898,132.51201923076923,0.046354953,1098.5105,745.41895,0.037288304
ax,236,0.31286549707602335,0.588888888888889,0.0,0.423728813559322,0.423728813559322,0.423728813559322,5.508474576271186,0.0,3,0.47681451612903225,0.3276209677419355,0.19556451612903225,0.43224400871459695,42.0,71.52326530612245,126.04801829268293,0.038232498,998.1613,684.0796,0.030954726
fk,163,0.14914529914529914,0.6175213675213675,0.0,0.6134969325153374,0.0,0.0,3.6809815950920246,0.0,66,0.45418317326342766,0.3280708147695346,0.21774601196703774,0.48347257743677247,5454.260719840958,52.87498866213152,120.18531976744185,0.11215572,1661.0304,1082.6721,0.08754032
ps,132,-0.11666666666666667,0.8666666666666667,3.0303030303030303,0.7575757575757576,3.0303030303030303,0.0,5.303030303030303,0.0,3,0.3813068651778329,0.32588916459884204,0.29280397022332505,0.526797385620915,28.42534080710379,55.27510204081633,139.6748310810811,0.10463656,1228.9031,899.56354,0.08491456
ir,57,0.5,0.7,0.0,3.508771929824561,1.7543859649122806,0.0,1.7543859649122806,1.7543859649122806,3,0.44109712230215825,0.30080935251798563,0.2580935251798561,0.581437908496732,179.31536465122,57.12979591836735,126.04801829268293,0.09915922,1350.0847,948.3884,0.08040126
re,164,0.19062499999999993,0.6666666666666669,0.0,0.0,0.0,0.0,1.2195121951219512,0.0,3,0.43243243243243246,0.26155187445510025,0.3060156931124673,0.4997821350762528,22.912878474779202,63.99981859410431,151.99908088235293,0.04295776,1108.3488,786.93427,0.03463077
aw,84,0.28939393939393937,0.5127705627705628,2.380952380952381,1.1904761904761905,0.0,0.0,0.0,1.1904761904761905,4,0.40437158469945356,0.32687531048186785,0.2687531048186786,0.657843137254902,30.789608636681304,126.61551020408163,123.046875,0.08143223,1226.8993,836.7666,0.06568487
af,104,0.6000000000000001,0.5875,1.9230769230769231,0.0,0.0,0.9615384615384616,6.730769230769231,0.9615384615384616,3,0.38800999167360534,0.3405495420482931,0.2714404662781016,0.5233115468409587,872.2958213817145,74.00489795918368,117.45383522727273,0.07923557,1277.3146,906.5236,0.06366855
ag,129,0.2759469696969697,0.6625,3.10077519379845,2.3255813953488373,0.7751937984496124,2.3255813953488373,2.3255813953488373,2.3255813953488373,4,0.3915431081823174,0.32674354750137286,0.28171334431630973,0.5950980392156863,77.99358948016176,60.86530612244898,126.04801829268293,0.11351521,1026.1943,689.94104,0.09159574
jo,18,0.06022727272727272,0.45,0.0,0.0,0.0,0.0,0.0,0.0,4,0.36271529888551163,0.32877406281661603,0.30851063829787234,0.516078431372549,54.35991169970753,37.35510204081633,123.046875,0.09481828,1466.1731,1041.092,0.07616109
kz,98,0.33570601851851856,0.5953703703703703,8.16326530612245,0.0,0.0,1.0204081632653061,4.081632653061225,0.0,2,0.35557629491367243,0.4391040597293514,0.2053196453569762,0.5602614379084968,554.8765628497928,103.10530612244898,105.46875,0.081876576,1138.1273,802.1654,0.06567996
cv,73,0.0,0.25,0.0,4.10958904109589,0.0,0.0,5.47945205479452,0.0,4,0.41125290023201855,0.32018561484918795,0.2685614849187935,0.5633986928104576,130.56033088193365,71.15755102040816,92.28515625,0.050676525,1074.5032,756.1775,0.040680148
gq,91,0.2772727272727272,0.62,4.395604395604396,10.989010989010989,0.0,2.197802197802198,0.0,0.0,9,0.3733274840973898,0.3676244790524238,0.25904803685018646,0.4256769374416433,736.1114046121008,115.30448979591837,126.04801829268293,0.123552166,1113.508,808.751,0.0997091
ma,93,0.39999999999999997,0.6333333333333333,2.1505376344086025,3.225806451612903,1.0752688172043012,0.0,2.1505376344086025,1.0752688172043012,2,0.4159090909090909,0.33636363636363636,0.24772727272727274,0.2875816993464052,20.639767440550294,67.73551020408163,135.99917763157896,0.04478428,1156.653,806.4775,0.036017813
ie,57,0.05000000000000001,0.43333333333333335,0.0,1.7543859649122806,3.508771929824561,0.0,5.263157894736842,0.0,3,0.3717201166180758,0.39285714285714285,0.23542274052478135,0.5978213507625273,22.912878474779202,65.41061224489796,101.33272058823529,0.05625361,1401.936,985.5245,0.045039166
tk,44,-0.016666666666666673,0.6333333333333333,0.0,0.0,0.0,2.272727272727273,2.272727272727273,11.363636363636363,3,0.37353801169590645,0.36330409356725146,0.2631578947368421,0.596078431372549,138.27508813954884,109.55546485260771,129.19921875,0.0694087,1238.1631,892.5836,0.05600303
cl,139,0.27785714285714286,0.5399999999999999,0.0,2.158273381294964,0.0,0.0,3.597122302158273,0.0,3,0.3545855811672388,0.29916625796959295,0.34624816086316823,0.6663398692810457,73.48469228349535,122.46204081632654,117.45383522727273,0.08349577,1292.7958,909.4147,0.06654489
sg,52,0.3745454545454545,0.40181818181818185,0.0,0.0,9.615384615384617,1.9230769230769231,0.0,0.0,2,0.4178752107925801,0.28566610455311975,0.29645868465430014,0.7751633986928105,95.24704719832526,79.38612244897959,97.50884433962264,0.09112863,1315.2838,904.7292,0.07301676
se,85,0.2691919191919192,0.5537037037037036,0.0,1.1764705882352942,0.0,0.0,8.235294117647058,0.0,2,0.4272497897392767,0.432296047098402,0.1404541631623213,0.518082788671024,25.748786379167466,87.58857142857143,126.04801829268293,0.0860679,1113.6958,801.9363,0.06933599
td,61,0.125,0.3125,1.639344262295082,1.639344262295082,0.0,1.639344262295082,0.0,3.278688524590164,3,0.5384615384615384,0.29940828402366865,0.1621301775147929,0.36819172113289766,23.108440016582687,62.72,123.046875,0.12117707,1243.8727,903.1025,0.09706446
tc,110,0.35000000000000003,0.7857142857142857,1.8181818181818181,0.9090909090909091,0.0,0.0,3.6363636363636362,0.9090909090909091,10,0.44136807817589574,0.3264115092290988,0.23222041259500542,0.5069143446852425,547.5518240312966,40.04571428571428,120.18531976744185,0.21414989,1346.7705,911.81274,0.17532639
mx,232,-0.14314186789772726,0.6375000000000001,3.4482758620689653,0.43103448275862066,4.741379310344827,0.43103448275862066,4.741379310344827,1.7241379310344827,63,0.41246311813997405,0.35149297769385107,0.2360439041661749,0.4117404086789614,7943.331165197634,101.7469387755102,101.33272058823529,0.07754372,1203.7128,868.2523,0.062154066
us,313,0.31583333333333335,0.5731666666666668,0.9584664536741214,1.5974440894568689,1.5974440894568689,0.3194888178913738,3.1948881789137378,0.3194888178913738,3,0.3697478991596639,0.2980721700444884,0.33217993079584773,0.661111111111111,115.49025932952095,78.28897959183674,132.51201923076923,0.09195062,1225.6346,857.74225,0.0740657
dz,293,0.2024188311688311,0.48321428571428576,0.6825938566552902,0.3412969283276451,1.023890784982935,0.0,0.3412969283276451,0.0,3,0.3901006711409396,0.30956375838926176,0.30033557046979864,0.5193899782135076,28.827070610799147,78.13224489795918,117.45383522727273,0.039449714,1206.0518,868.3338,0.03157341
sa,51,0.26515151515151514,0.5666666666666667,5.88235294117647,0.0,0.0,0.0,0.0,3.9215686274509802,2,0.31986954340190665,0.3469643753135976,0.3331660812844957,0.868409586056645,352.17325281741654,50.860408163265305,161.4990234375,0.11105744,1053.9304,771.15826,0.08938497
eg,93,0.5651041666666666,0.7166666666666667,8.60215053763441,1.0752688172043012,1.0752688172043012,1.0752688172043012,8.60215053763441,1.0752688172043012,4,0.4758921791951405,0.37167805618830674,0.15242976461655278,0.5297134238310709,1272.9477601221504,85.81224489795919,135.99917763157896,0.089571685,1042.6157,738.9206,0.07229288
kr,108,0.40904761904761905,0.6385714285714286,2.7777777777777777,0.0,0.0,0.0,4.62962962962963,0.9259259259259258,4,0.3421516754850088,0.3111111111111111,0.3467372134038801,0.6176470588235294,77.85242449660768,57.391020408163264,139.6748310810811,0.08301106,1166.8195,834.3913,0.066911735
lv,60,0.875,0.2,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,2,0.40832507433102083,0.28642220019821607,0.30525272547076315,0.6594771241830065,16.61324772583615,106.16163265306122,135.99917763157896,0.11325569,1095.1034,790.6276,0.09131949
sy,55,0.5375000000000001,0.7375,1.8181818181818181,0.0,0.0,1.8181818181818181,12.727272727272727,0.0,3,0.3813068651778329,0.32588916459884204,0.29280397022332505,0.526797385620915,35.270384177096794,66.37714285714286,114.84375,0.050948877,1350.9973,910.37006,0.040786162
ar,123,0.46570391414141415,0.6111111111111112,0.0,4.878048780487805,0.0,0.0,0.0,0.0,5,0.5396935933147632,0.31569173630454966,0.1446146703806871,0.3754248366013072,333.23865322018094,213.34204081632652,126.04801829268293,0.08057796,1096.4888,786.13654,0.06484568
pf,39,0.022727272727272724,0.5166666666666667,2.564102564102564,0.0,0.0,0.0,5.128205128205128,2.564102564102564,5,0.4713692946058091,0.24190871369294606,0.2867219917012448,0.39379084967320266,321.0700858068219,124.83918367346939,156.60511363636363,0.041697208,1142.1876,820.53326,0.033671524
mz,140,0.44696969696969696,0.8232323232323232,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,5.714285714285714,0.0,5,0.39503205128205127,0.358974358974359,0.24599358974358973,0.3764705882352941,229.11132665147744,62.17142857142857,103.359375,0.07804979,1050.7762,772.9059,0.06267229
tz,56,0.0,0.0,0.0,1.7857142857142856,0.0,5.357142857142857,0.0,5.357142857142857,4,0.2482394366197183,0.4867957746478873,0.2649647887323944,0.3712418300653595,53.51635264103861,51.565714285714286,139.6748310810811,0.11480121,1052.7539,742.1751,0.09252058
gt,318,0.3311494252873564,0.7033333333333333,1.257861635220126,0.628930817610063,0.628930817610063,0.3144654088050315,1.5723270440251573,0.0,23,0.3954267526593517,0.39647374151939024,0.20809950582125805,0.3760611071737936,2898.184776718006,97.64571428571429,126.04801829268293,0.07483072,1088.4421,770.47565,0.06011553
gm,60,0.2477272727272727,0.5666666666666667,3.3333333333333335,1.6666666666666667,1.6666666666666667,5.0,1.6666666666666667,1.6666666666666667,4,0.37315530569219957,0.29444834855938157,0.3323963457484188,0.46503267973856205,36.742346141747674,79.88244897959184,123.046875,0.05860505,1221.1051,857.1166,0.047129378
fj,109,0.3178571428571429,0.5142857142857143,2.7522935779816518,1.834862385321101,1.834862385321101,1.834862385321101,1.834862385321101,6.422018348623854,9,0.36618507051943583,0.3460612315101479,0.2877536979704162,0.33043478260869574,2162.9757280191566,86.17795918367347,117.45383522727273,0.11026087,1098.6957,759.38324,0.08865647
kw,26,0.5590909090909092,0.7249999999999999,7.6923076923076925,0.0,0.0,3.8461538461538463,0.0,0.0,3,0.3813068651778329,0.32588916459884204,0.29280397022332505,0.526797385620915,31.811947441173732,34.63836734693878,109.95678191489361,0.076515496,1371.0121,941.21796,0.06116801
ua,83,0.24814814814814815,0.49629629629629624,3.614457831325301,4.819277108433735,0.0,0.0,2.4096385542168677,0.0,1,0.0,0.32222222222222224,0.6777777777777778,0.35294117647058826,16.55294535724685,79.56897959183674,99.38401442307692,0.09897303,1252.7426,891.07306,0.07942441
ao,143,0.2509356610186688,0.487012987012987,4.195804195804196,2.097902097902098,3.4965034965034967,1.3986013986013985,1.3986013986013985,0.0,2,0.5930232558139535,0.37821297429620565,0.02876376988984088,0.5339869281045752,105.23782589924595,81.92,120.18531976744185,0.09926181,974.51825,746.9002,0.080575034
ga,170,0.44483901515151514,0.49204545454545445,1.1764705882352942,0.0,0.5882352941176471,1.1764705882352942,0.5882352941176471,0.0,3,0.27978339350180503,0.4368231046931408,0.2833935018050541,0.4827886710239652,25.632011235952593,104.82938775510205,105.46875,0.04018604,1158.7036,810.8609,0.032247752
cu,69,0.2583333333333333,0.5833333333333334,4.3478260869565215,0.0,4.3478260869565215,0.0,1.4492753623188406,0.0,3,0.3612090680100756,0.28816120906801007,0.35062972292191436,0.6486928104575164,36.3318042491699,70.24326530612245,112.34714673913044,0.058770664,1225.0364,898.4028,0.047056463
ml,227,0.12864057239057236,0.38474326599326597,0.4405286343612335,0.881057268722467,1.762114537444934,1.762114537444934,0.4405286343612335,1.3215859030837005,3,0.4765702891326022,0.4057826520438684,0.11764705882352941,0.43703703703703706,25.632011235952593,79.96081632653062,103.359375,0.13514334,1048.708,746.55255,0.10936862
pw,114,0.29375,0.49999999999999994,2.631578947368421,0.0,0.0,0.8771929824561403,2.631578947368421,1.7543859649122806,2,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.6,16.97056274847714,51.61795918367347,129.19921875,0.111056894,1188.1284,858.51135,0.08984292
pt,160,0.4525378787878788,0.6474621212121211,1.875,0.0,1.875,0.0,5.0,0.0,5,0.35714285714285715,0.4107142857142857,0.23214285714285715,0.3111111111111111,760.4275113381946,70.06040816326531,109.95678191489361,0.08565974,1186.1041,825.58887,0.06875949
ai,97,0.4062770562770563,0.7153679653679654,2.0618556701030926,1.0309278350515463,0.0,0.0,2.0618556701030926,2.0618556701030926,6,0.3972941329517367,0.3245739560296605,0.27813191101860285,0.6698910675381263,242.8085665704569,78.28897959183674,123.046875,0.09005602,1215.8204,872.9344,0.0729056
no,396,0.07910628019323672,0.4822463768115942,1.5151515151515151,0.25252525252525254,1.7676767676767675,0.5050505050505051,1.5151515151515151,0.25252525252525254,3,0.38923212709620475,0.263901147396293,0.3468667255075022,0.49368191721132904,41.24318125460256,62.27591836734694,120.18531976744185,0.0887961,1265.2606,873.1696,0.0715053
na,53,0.585,0.7899999999999999,5.660377358490567,5.660377358490567,1.8867924528301887,3.7735849056603774,5.660377358490567,0.0,5,0.345821325648415,0.3515850144092219,0.3025936599423631,0.4535947712418301,84.75258108164022,89.18204081632653,126.04801829268293,0.11272667,1078.8915,752.1965,0.091208994
sh,123,0.16944444444444445,0.6477777777777778,0.0,0.0,0.8130081300813009,0.0,4.0650406504065035,1.6260162601626018,3,0.4154126766985864,0.26219790241678065,0.3223894208846329,0.5733333333333333,72.59476565152615,109.87102040816326,166.70866935483872,0.041912556,1304.8462,873.56964,0.033898164
co,367,0.2756944444444444,0.5129629629629631,0.2724795640326975,1.6348773841961852,1.9073569482288828,0.0,1.3623978201634876,0.0,3,0.4836325237592397,0.29778247096092925,0.21858500527983105,0.41263616557734206,24.677925358506133,160.9142857142857,105.46875,0.08196186,1253.3182,924.5815,0.06569096
dm,144,0.3754629629629629,0.6587742504409172,0.0,0.0,1.3888888888888888,0.0,2.083333333333333,1.3888888888888888,7,0.46362098138747887,0.3376403630210737,0.19873865559144746,0.447265221878225,958.0448841259996,48.97959183673469,97.50884433962264,0.051287882,1274.0671,873.0657,0.041105017
eh,205,0.3619047619047619,0.6452380952380952,0.975609756097561,0.0,1.4634146341463417,0.4878048780487805,0.975609756097561,0.0,4,0.45129469790382243,0.28072338676531033,0.26798191533086724,0.45434173669467787,65.55913361233506,63.402086167800455,101.33272058823529,0.09126196,870.1761,530.70905,0.07387636
gh,195,0.3654047619047619,0.6642380952380952,1.5384615384615385,2.051282051282051,0.0,1.0256410256410255,2.051282051282051,1.5384615384615385,4,0.5010940919037199,0.36433260393873085,0.13457330415754923,0.2986928104575163,34.75629439396553,57.57387755102041,99.38401442307692,0.037289932,1384.5464,1024.402,0.029686363
by,109,0.5245454545454546,0.6599999999999999,0.9174311926605505,1.834862385321101,0.9174311926605505,1.834862385321101,3.669724770642202,0.0,3,0.43075941289087427,0.30887045309508615,0.2603701340140396,0.5120915032679739,98.07140255956371,115.64408163265306,117.45383522727273,0.12006692,1320.2329,895.1991,0.09699886
ky,152,0.38375,0.635,0.6578947368421052,0.6578947368421052,0.6578947368421052,0.6578947368421052,4.605263157894736,0.6578947368421052,11,0.3651315789473684,0.32976973684210525,0.3050986842105263,0.4121036068748488,1750.4742214611445,104.59428571428572,126.04801829268293,0.046932258,1147.4445,802.6757,0.038068343
mg,89,0.654040404040404,0.7444444444444445,0.0,0.0,0.0,1.1235955056179776,4.49438202247191,0.0,3,0.3864329268292683,0.33689024390243905,0.2766768292682927,0.5716775599128541,22.912878474779202,62.17142857142857,97.50884433962264,0.11534306,1200.8079,865.2861,0.092754774
ht,276,0.3813368055555555,0.5472222222222222,5.072463768115942,0.36231884057971014,0.0,0.0,0.0,2.536231884057971,10,0.44706657555642326,0.333829558766107,0.21910386567746973,0.2943043884220353,5736.340296739725,36.91102040816327,112.34714673913044,0.07121777,1354.7262,957.8164,0.056871016
vn,177,0.03370351239669421,0.47465564738292015,0.5649717514124294,0.0,5.649717514124294,1.694915254237288,1.694915254237288,0.0,2,0.5957178841309824,0.3677581863979849,0.036523929471032744,0.5189542483660131,60.530983801686226,71.68,126.04801829268293,0.086789146,1501.5878,1018.3893,0.0698155
tv,133,0.3625,0.5298611111111111,0.0,0.7518796992481203,0.7518796992481203,0.0,0.7518796992481203,1.5037593984962405,5,0.3824688115561392,0.31254103742613265,0.3049901510177282,0.5688141923436042,115.51190414844697,81.18857142857142,126.04801829268293,0.05373708,1240.941,947.92755,0.04344315
de,52,0.3339285714285714,0.2089285714285714,0.0,3.8461538461538463,0.0,3.8461538461538463,5.769230769230769,0.0,2,0.6979472140762464,0.3020527859237537,0.0,0.4457516339869281,21.908902300206645,74.05714285714286,129.19921875,0.07820631,1199.907,823.5565,0.062766165
bo,295,0.3159090909090909,0.6147693452380952,1.694915254237288,4.067796610169491,0.6779661016949152,2.0338983050847457,1.3559322033898304,0.0,24,0.34851836979004874,0.3728169536985824,0.2786646765113689,0.4362245193062486,15406.149324214666,100.59755102040816,101.33272058823529,0.06402364,1294.9529,955.0461,0.05131203
qa,79,0.25,0.5499999999999999,0.0,1.2658227848101267,1.2658227848101267,1.2658227848101267,2.5316455696202533,2.5316455696202533,2,0.3983903420523139,0.2837022132796781,0.317907444668008,0.649673202614379,25.96150997149434,86.56979591836735,123.046875,0.10458896,1417.3706,1012.44055,0.08395195
uy,172,0.9,1.0,2.3255813953488373,4.069767441860465,1.744186046511628,0.0,2.3255813953488373,0.0,4,0.5606162089752177,0.3575016744809109,0.0818821165438714,0.32527233115468407,704.0802511077839,270.3673469387755,139.6748310810811,0.06577274,1193.6964,874.4773,0.052774496
ci,80,0.4795454545454545,0.6005681818181818,5.0,1.25,0.0,3.75,2.5,1.25,3,0.3603732950466619,0.38765254845656855,0.2519741564967696,0.606971677559913,22.912878474779202,69.17224489795919,105.46875,0.085910715,1145.7799,813.57404,0.06869581
tm,89,0.41505681818181817,0.7000000000000001,2.247191011235955,1.1235955056179776,0.0,0.0,3.3707865168539324,0.0,5,0.43149666015226207,0.3353265466849459,0.23317679316279205,0.439356657695758,2508.85551596739,119.92816326530613,156.60511363636363,0.1015819,1062.9155,777.16144,0.082059674
st,169,0.0856060606060606,0.5958333333333333,4.142011834319527,5.325443786982249,1.183431952662722,0.591715976331361,1.7751479289940828,0.0,4,0.49640287769784175,0.40596094552929085,0.09763617677286741,0.3179738562091503,87.49857141690943,124.65632653061225,117.45383522727273,0.1033466,1226.2396,865.9485,0.08340151
th,78,0.1,0.45,1.282051282051282,3.8461538461538463,2.564102564102564,1.282051282051282,2.564102564102564,0.0,3,0.3992963940193492,0.27440633245382584,0.32629727352682497,0.49542483660130715,23.108440016582687,44.04244897959184,123.046875,0.11285761,1289.5109,922.6309,0.09083688
bs,76,0.1902777777777778,0.5566666666666666,0.0,0.0,2.631578947368421,2.631578947368421,7.894736842105263,1.3157894736842104,2,0.3373015873015873,0.42063492063492064,0.24206349206349206,0.49411764705882355,22.64950330581225,74.84081632653061,112.34714673913044,0.06649834,1380.4708,963.8369,0.053420495
hn,390,0.12937799043062204,0.5252631578947368,0.7692307692307693,0.2564102564102564,0.2564102564102564,0.0,2.8205128205128207,0.5128205128205128,2,0.23127572016460907,0.3069958847736626,0.4617283950617284,0.5294117647058824,57.60208329565867,166.58285714285714,97.50884433962264,0.09305375,1173.2375,855.7068,0.07466716
id,99,0.33388429752066123,0.5079545454545454,6.0606060606060606,4.040404040404041,0.0,0.0,7.07070707070707,0.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,16.30950643030009,109.06122448979592,101.33272058823529,0.11168412,1390.5234,947.6044,0.08972292
pe,451,0.10332954545454547,0.6173333333333334,0.8869179600886918,1.5521064301552108,0.0,0.0,1.3303769401330376,0.22172949002217296,17,0.4395989061075661,0.34494074749316317,0.21546034639927072,0.5782205355260382,5603.159465872804,189.4661224489796,93.96306818181819,0.060305383,1258.8516,878.7163,0.048388198
zw,108,0.35333333333333333,0.6966666666666667,0.0,1.8518518518518516,0.9259259259259258,0.0,7.4074074074074066,0.9259259259259258,5,0.48679621325361233,0.3861484803188839,0.12705530642750373,0.4372549019607843,913.0602389765968,96.99265306122449,126.04801829268293,0.07453857,1162.2399,808.42206,0.060223192
nz,212,0.30930735930735936,0.6532467532467533,1.8867924528301887,2.8301886792452833,1.4150943396226416,0.9433962264150944,6.132075471698113,6.132075471698113,3,0.43342326614823046,0.2632915410252341,0.3032851928265355,0.633584715937657,220.916273732833,62.87673469387755,135.99917763157896,0.037479673,1178.5383,850.65985,0.030206641
bl,198,0.14375,0.3375,0.0,0.5050505050505051,0.0,0.0,1.0101010101010102,1.0101010101010102,3,0.43243243243243246,0.26155187445510025,0.3060156931124673,0.4997821350762528,22.912878474779202,56.12498866213152,156.60511363636363,0.14965835,1744.9261,1083.2463,0.11878685
pn,128,0.38749999999999996,0.73125,0.0,0.0,0.0,0.0,2.34375,0.78125,11,0.34701685451349396,0.36356116223761764,0.2894219832488884,0.4359251746675682,889.7111890945285,70.58285714285714,120.18531976744185,0.046737067,1109.0687,815.14276,0.037717253
jm,81,0.1910714285714286,0.6160714285714286,0.0,1.2345679012345678,0.0,0.0,3.7037037037037033,1.2345679012345678,3,0.3831417624521073,0.4393358876117497,0.17752234993614305,0.3411764705882353,35.21363372331802,84.68897959183674,123.046875,0.027695147,1229.03,883.4637,0.022235565
dj,61,-0.05,0.1,0.0,0.0,0.0,1.639344262295082,4.918032786885246,0.0,4,0.3346478873239437,0.3526760563380282,0.3126760563380282,0.5800653594771241,35.888716889852724,47.751836734693875,99.38401442307692,0.07915407,1172.6921,819.73596,0.063419476
bd,125,0.428608630952381,0.49047619047619045,0.0,0.0,0.0,0.0,0.8,0.0,2,0.45607476635514016,0.2766355140186916,0.2672897196261682,0.3496732026143791,17.320508075688775,134.87020408163266,120.18531976744185,0.09896725,1492.9977,1074.044,0.08015285
fr,364,-0.007715238320707092,0.43619949494949495,0.27472527472527475,0.5494505494505495,2.4725274725274726,0.0,0.5494505494505495,0.0,3,0.43243243243243246,0.26155187445510025,0.3060156931124673,0.4997821350762528,22.912878474779202,79.28163265306122,117.45383522727273,0.07564978,1309.3865,988.195,0.060766105
kh,100,0.5333333333333333,0.4666666666666666,2.0,1.0,1.0,0.0,0.0,6.0,4,0.38996763754045305,0.24352750809061488,0.36650485436893204,0.403921568627451,1168.445548581533,91.66367346938776,123.046875,0.06241601,964.4025,666.52954,0.05045676
mt,62,0.45999999999999996,0.67,0.0,0.0,0.0,1.6129032258064515,1.6129032258064515,4.838709677419355,6,0.40024009603841537,0.29747899159663865,0.302280912364946,0.5444444444444445,657.6959783973139,48.79673469387755,120.18531976744185,0.13573661,1118.8462,787.6266,0.10951557
cf,77,0.09793290043290043,0.43004329004329006,0.0,0.0,0.0,2.5974025974025974,1.2987012987012987,0.0,5,0.3972817564035546,0.3533716675378986,0.2493465760585468,0.5001307189542483,38.8587184554509,65.5934693877551,156.60511363636363,0.037456065,1321.09,919.72833,0.029956786
tt,71,0.06,0.38,2.8169014084507045,1.4084507042253522,0.0,0.0,4.225352112676056,5.633802816901409,2,0.449317738791423,0.2651072124756335,0.2855750487329435,0.6705882352941176,27.49545416973504,74.73632653061225,123.046875,0.08786662,1108.975,757.06805,0.070656806
bf,295,0.20466515807424895,0.5059343434343434,0.6779661016949152,2.0338983050847457,1.0169491525423728,1.0169491525423728,1.3559322033898304,0.0,3,0.47166186359269935,0.39385206532180594,0.1344860710854947,0.45359477124183006,74.22937423958254,107.2065306122449,90.66611842105263,0.117075674,1077.4232,755.86145,0.094720125
km,110,0.4375,0.5875,1.8181818181818181,0.9090909090909091,0.0,0.0,5.454545454545454,2.727272727272727,5,0.3588565594691169,0.352475752935171,0.2886676875957121,0.6401960784313725,87.9374777896205,96.70530612244897,103.359375,0.1304648,1202.5328,857.7939,0.104624234
cw,141,0.13333333333333333,0.6,3.546099290780142,0.7092198581560284,1.4184397163120568,0.0,3.546099290780142,0.7092198581560284,3,0.35097493036211697,0.36908077994428967,0.2799442896935933,0.6257080610021786,81.84741901856161,105.32571428571428,120.18531976744185,0.055424795,1243.9443,851.96356,0.04472271
lt,74,0.2785714285714286,0.6357142857142858,1.3513513513513513,0.0,0.0,1.3513513513513513,6.756756756756757,0.0,3,0.4812433011789925,0.3729903536977492,0.1457663451232583,0.4065359477124183,23.108440016582687,107.18040816326531,147.65625,0.10302049,1139.0342,834.4007,0.0826712
ye,170,0.4,0.5017857142857143,1.7647058823529411,0.0,0.0,0.5882352941176471,1.1764705882352942,0.5882352941176471,2,0.449317738791423,0.2651072124756335,0.2855750487329435,0.6705882352941176,21.908902300206645,48.92734693877551,112.34714673913044,0.131001,1114.6995,879.4823,0.10631964
au,107,0.4090909090909091,0.6590909090909092,0.0,0.9345794392523363,0.0,0.0,3.7383177570093453,0.0,3,0.4106182795698925,0.26814516129032256,0.32123655913978494,0.6483660130718955,161.80234856144702,54.3869387755102,126.04801829268293,0.088747464,1137.4033,829.6602,0.071475774
